id	language	text	task1
55	es	"A las mujeres hay que decirles que están lindas, preciosas. No que están ""buenas"", son mujeres, no comida."	NON_SEXIST
56	es	Despues me deje llevar por el momento y mmgvo el cachete se lo deje morado jasjajs, bueno después de ahí aprendí que a las mujeres hay que tratarlas como unas perras en la cama pero nunca olviden tratarlas como unas princesas en la calle!	SEXIST
57	es	@Ororo_Pride @seingantistenes @CatEspartaco @Pablo_Riol @Christi36833350 @catmyrfree @CebaCega2 @cositasmartinez @Azaras11 @Dan__Vader @graells_albert @IV_Godofredo @jjca1963 @Sargantania1 @crmontoro @ploumerda @stelledimare77 @Aurantiacum @FreeyellowMarta @martinalliue80 @massaborrega @santsfree @jlinares63 @joanbarrisrosi @77populacho @TangutSatue @Alexspain72 @charlypv81 @Peio_Basque @ultrasRoures @Carmatpor @silvia_yucca @commonscouncil @Berlustinho @Republica42 @Morafanova @manuvilladangos @IndosIgnacio @Donpinpon2011 @Xerxiodpo @inma_ben @Avelimelis @El_Cortijo_UE @homo_politik @GloriaFontLopez @juangimeno1969 @Aiknati @lgoritme @ItzalArgia @lovenjaire Los que nos echamos siestas es porque somos más listos. Me gustaría ver a la nenaza K currando a 45°.	SEXIST
58	es	@Romimenz @marianoobarrio Jajaja nadie quiere hembristas desequilibradas, ella quiere que la mantengan, inconsecuencia nivel #feminazi https://t.co/X73OaTL6Gf	SEXIST
59	es	"Pero nadie refuerza la violencia femigolpista y feminazi, contra los varones más vulnerables y desprotegidos !
#EleccionesYa #SanchezDimision #golpeDEstadoYa https://t.co/mKfFU3QLNG"	SEXIST
60	es	@Iron_Queen Qué absurda! Te recuerdo lo q pasó: hice un comentario apoyando a una persona, m mandaste a la cocina por ser mujer, y m llamaste sumisa, te expliqué q ser mujer no implica ser ama de casa o una feminista extrema como otras. Si eres feliz me alegro, no juzgo y daño gratis como tú	SEXIST
61	es	voy a ir a la cocina a intentar hacer funcionar mi cafetera, deséenme suerte	NON_SEXIST
62	es	No me pasen a fregar la vida con la noticia de que Diego Boneta y Camila Sodi andan en la vida real	NON_SEXIST
63	es	@Fran_Ugalde Si pero no por cumplir metas te vas a fregar a gente inocente. Y así hay muchos casos. Como en todos lados hay gente que hace bien su trabajo mientras que hay otros que son unos corruptos y más encima en cargos importantes	NON_SEXIST
64	es	Jajaaj se quiere hacer la femenina y alto marimacho jajaja pobrecita mi amor ni intentando ser delicada le sale jajaajajajaj	NON_SEXIST
65	es	En tus días,  en tu estómago solo un té chai, son las 6:45pm seguir en el trabajo, estrés al mil... Que más puedo pedir? 😭😭😭😭😭😭😭	NON_SEXIST
66	es	"Todavía existen pibes que hacen la asociación de ""mal humor, tristeza, enojo = estar en tus días"". Mirá, mis ovarios no tienen nada que ver lo que pasa es que sos un PELOTUDO."	SEXIST
67	es	@msleslievllgs Así eres en tus días normales	NON_SEXIST
68	es	@LaidirSaighdear « Pero mejor eso a que me consideren como una mujer débil o de esas que lloran por las esquinas. —expresó ahora con más fuerza en su voz; demostrando cierta rabia en sus palabras, tanto por el canon de la mujer como por lo que habían hecho con ella. Antes no era así—. ¿Has »	NON_SEXIST
69	es	Cómo una mujer de 100 años se reencontró con su hija 80 años después de darla en adopción https://t.co/jrxfw3PrYa	NON_SEXIST
70	es	"@__Lost__Soul__ Según psicosis no, el ""protagonista"" es tratado de transformista al conocerse que habla, actúa y se siente como una mujer, en este caso su madre, pero lo suyo era una doble personalidad,  pero eso mi duda"	NON_SEXIST
71	es	Como una mujer tan hermosaaa puede tener él autoestima tan baja!?	NON_SEXIST
72	es	@SoyListorti  pareces una puta despechada hablando de @pampitaoficial , por què no la cortàs..no hay otro tema para hablar????	NON_SEXIST
73	es	Mojigata mierda	NON_SEXIST
74	es	Se avisa a todos los conductores tener precaución!! hay una mujer al volante en cualquier parte del mundo. :0 https://t.co/6Sbe5f2C9a	SEXIST
75	es	A las mujeres hay que hacerlas sentir especiales, no hacerles sentir celos. Muchacho marico.	NON_SEXIST
76	es	Odio a las mujeres que para crecer en internet enseñan sus pechos una de ellas es la windygirk que pasa que nl tienes personalidad o que , uff que rabia	SEXIST
77	es	@Elenitavip Eso es correcto y más las mujeres de hoy en día que son profesionales Ejecutivas amas de casa mamá en fin todo en uno y todavía les queda tiempo definitivamente son superiores pero esas pocas con su extremo no se 🤔.	NON_SEXIST
78	es	Que pasa con las mujeres de hoy en día? De donde ha salido tanta soberbia?	SEXIST
79	es	@luciferentweet @MorenoEVir @Barbijaputa Vengo muy de vuelta y sé de lo que hablo, me informo desde la objetividad, no desde el sesgo ¨feminista¨ ni de sus falaces estadísticas falseados. Igual tu amiga la feminazi progrezombie subvencionada te dio los datos desde su coño misándrico. Pero YO NO LA CREO porque MIENTE.	SEXIST
80	es	Creo que saque el amor a la cocina como mi mamá 😍🍖🍕🌯🌮🥙👩🏻‍🍳	NON_SEXIST
81	es	Estamos peleando, no vamos a volver a la cocina ✊🏽	NON_SEXIST
82	es	"@espeviruzz19 2018 y todavía insultan diciendo ""marimacho"""	NON_SEXIST
83	es	Soy una niñata	NON_SEXIST
84	es	"Ya me lo imagino. 

—Oye, Madara, comeme el coño. 

—Sí, y te lamo la oreja no te jode. Puta degenerada. Mujer tenías que ser."	SEXIST
85	es	"@grunppy @Klavdiaperez1 @Espaiderman80 @Justicierodenos A lo mejor cuando el lenguaje inclusivo se haga oficial se podría volver ""legible"" para las feministas... Paradójico, no lo cree? 👌"	SEXIST
86	es	Esta es la reina de las feministas de verdad o no? @Maryana_Veesc 😎😎😎 https://t.co/aHrpRZlTmd	NON_SEXIST
87	es	Aunque el cuerpo no cambia que me veas como una niña https://t.co/bUcUjGxeDU	NON_SEXIST
88	es	Mi mamá le puso SODA A LA LECHEEE, esta mujer esta mas loca que la loca del bebito	NON_SEXIST
89	es	"@TweetsEze @MacheteEnBoca Querida amiga, pararse a pensar no es defender a nadie, simplemente es hacer una reflexión y creo que todos deberíamos hacerlo... 
solo los nazis y los dictadores odian a quien reflexiona. 
Se nota que mucho manifiesto, mucho feminismo pero pensar por ti misma bastante poco, ciao"	NON_SEXIST
90	es	Las mujeres no deberían de maquillarse , son bellas con el simple echo de existir.	NON_SEXIST
91	es	@mariarodd17 Tía ella diciendo cosas tipo: es que las mujeres de hoy en día son muy sueltas y son unas acosadoras, estás ahora van preparadas con to y van a los hombres diciéndoles vamos a pasar un rato que ni te cobro y ellos los pobres si tienen pareja tienen que ir preparados para no caer	SEXIST
92	es	@ElCochonDgo @gobdgo @AispuroDurango @ScorpionDorad0 @contralor2018 @elmancesar @Acrewdgo @GrinchDgo @Gutierritosdgo1 @ElFollonDgo @777_300lr @RandyDelux Deseo sea cierto anda en la bahía mazatleca Y SALGA UN TIBURÓN dando cuenta de esa lagartona	NON_SEXIST
93	es	@lunagalla Ah que no vale, que no soy féminazi, cagoenla.	NON_SEXIST
94	es	@jhoifer13 @DarckRose_ Vale,  a mi me apetece comer ya asi que me voy a la cocina - me levanto - no se ustedes,  eric?  Que fue lo que hicisteaca dentro?	NON_SEXIST
95	es	En Ensenada son las 7 am y dormía plácidamente cuando mi hermani empezó a fregar con que el partido de Francia 🤦🏻‍♀️ (en SLP donde ya son las 9)	NON_SEXIST
96	es	@vkobernyk @UnaBooom @TONTITO @FeelsBeef ...lencima se pone todo digno diciendo q es mentira y q la culpa de todo es de @brujitabaneada por chivarse de él. En fin, q a fregar. Luego en su tw va poniendo frases critiando las relaciones con celos (x @FeelsBeef) y a mi me contó q no deja a su mujer no le deja tener RRSS🤣	NON_SEXIST
97	es	Te van a suspender otra vez ya no ataques a amlo te van a fregar https://t.co/MCxciSMOgB	NON_SEXIST
98	es	"Mi hermano ""explicandole"" a mi mamá acerca del idioma inclusivo:
- Las feministas quieren usar nosotres porque dicen que nosotros es machista
Mi mamá: Naaa hasta ese punto llegan las pelotudas?

Great."	SEXIST
99	es	@AldoDuqueSantos @GiovyMon Deje de buscar don @AldoDuqueSantos las feministas no se alegran por los logros de sus congéneres, si así fuera dejarían de ser feministas.	SEXIST
100	es	Nivel de perfección: que te consientan con chocolates cuando estas en tus días &lt;&lt;	NON_SEXIST
101	es	@ari_arancha Diviértete mucho guapisiiiima. Pásalo genial en tus días libres. Besotes grandes. https://t.co/dNj8WC2r1P	NON_SEXIST
102	es	@aldanasecco Anda zorra si dsp ni apareces, encima t tenía q contar una	NON_SEXIST
103	es	Alguien me explica que zorra hace la gente en el cajero que se demora tanto.	NON_SEXIST
104	es	@midulcesed @FeelsBeef Jajajaja tengo trabajo de verdad como una mujer empoderada. Hola guapEs	NON_SEXIST
105	es	No se porque pero amo las burbujas🙈 me emociono como una niña cundo las miro... https://t.co/VdpxLVCu5J	NON_SEXIST
106	es	Cómo que los chicos van a lo que van, y no es así es algo que cada uno puedo tener la mentalidad que quiera mientras no sea ofensiva, no te tienes que hacer la difícil porque si no pareces una puta, quítate de la cabeza eso, si te apetece y va acorde con tu forma de pensar+	NON_SEXIST
107	es	@ramirorddhh Deberías buscar cuando la oposición hacía marcha contra la loca del ático!! Eso era multitudinaria!! No hacer q la gente haga fila delgada para q parezca q ocupan varias cuadras jajaja	NON_SEXIST
108	es	@cavc2008 @DiegoArcos14 De sobra sabes que manejo mejor que cualquier hombre Pimo querido 🤣... en mi no aplica eso de “mujer al volante...”	SEXIST
109	es	"Por qué tuitean cosas como ""las mujeres no deberían opinar sobre el futbol (u otro deporte)"" y mamadas así? Opinen en donde se les hinche el huevo/ovario pero háganlo sanamente y dejen a otros opinar también"	SEXIST
110	es	@Enerio_Dima Es gente que dice bien alto y claro para que se les oiga que las mujeres no deberían votar. Partiendo de ese nivelazo nada puede sorprenderme.	SEXIST
111	es	@henrymiller54 @baradit Si, y te cuento otra, a los 40 andaba diciendo que a las mujeres hay que ordeñarlas, es tan ocurrente, tan sútil, tan ingenioso ahh, pero es su tipo de humor, como no darnos cuenta nosotros los tontos, a los que es fácil meterle el pico en el ojo (baradit)	SEXIST
112	es	"En el libro sobre las mujeres que estoy leyendo aprendí algunas cosas:

1. En Argentina las mujeres feministas existen desde 1800 y muchas de ellas eran anarquistas o socialistas. Pedían derecho al voto y el libre matrimonio 

2. La política siempre odio a las mujeres ..."	NON_SEXIST
113	es	@SolVicman Dios! Tengo miedo de un ataque feminazi pero según yo sí. Creo que es  halagador que alguien te mire porque le pareces atractiv@ pero cada quien puede pensar lo que quiera 😊	SEXIST
114	es	@jazzbass18 @gerardonoce @UnodeJara @ZassCometro @Machisstometro @2LaCrono Sólo te faltó llamarme feminazi. Si quieres hablar de libros, discos  y cine... Búscate a otra que te ría las gracias.	NON_SEXIST
115	es	"@Troliyama_Shuu bueno, desde que usó la palabra ""feminazi"" era evidente"	NON_SEXIST
116	es	@petrogustavo Así es las farc no nos volverán a fregar	NON_SEXIST
117	es	Jajaja DEDICAR TU TIEMPO A FREGAR A OTROS??? Wey, que hueva.	NON_SEXIST
118	es	Voy a fregar ahorita porque después que me vuelva a pintar las uñas no vuelvo a tocar la esponja por un buen rato.	NON_SEXIST
119	es	"@edufeiok ""muerte al macho"" El sueño de toda marimacho"	NON_SEXIST
120	es	"—No, no es verdad.

En qué momento se ha vuelto una niñata estúpida y mimada.— https://t.co/LbMqIqvpb4"	NON_SEXIST
121	es	"La típica Combo Mortal para coger y lanzarles lo primero que tengas a mano... ""¡Mujer tenías que ser!"" 😡 #FrasesMachistas https://t.co/E4KSJExuTv"	SEXIST
122	es	"@IndignadoChubut @Ariel_CARP82 @Gatosylvestre Jajajajajajajajaja eyaculo mucho semen jajajajajajajajaja gran argumento. Semeeeeen jajaja almejassss jajaja las feministas son todas lesbianas... Ay sí, cómo no..
https://t.co/EqfqKrCZkt"	NON_SEXIST
123	es	#VamosLaU Sanhueza siempre serás un zorra CTM picante y sucio para jugar	SEXIST
124	es	"-Baja la mirada, de repente parece que está siendo tratada como una niña pequeña...¿A lo mejor se ha arreglado por Eri?-

¡Voy a por él! ¡No os preocupéis! -Asiente y echa a correr (como buenamente puede) hacia la casa de su amigo. Igual que Leo, Chi-chan también parece pensar +"	NON_SEXIST
125	es	"-Sos una desubicada.
-No te podes vestir asi.
-¿Vos querés provocar? 
-¡Sos una rebelede!
-Te gusta llamar la atención.
-Pareces una puta.
-Se nota que te gusta incitar a los demás."	SEXIST
126	es	"Como un chabón se piensa que tiene el derecho de hacerte tal y tal cosa solo por como te vestis o estás maquillada.. y ""es tu culpa porque pareces una ""puta"" o ""pensé que querías"""" .. increíble pero totalmente cierto. Muy buen cap de #RizhomaHotel"	SEXIST
127	es	"#RizhomaHotel ""PARECES UNA PUTA POR QUE PASAS ACÁ. SI VENÍS A TRABAJAR TE HUBIERAS QUEDADO EN LA PUERTA"""	SEXIST
128	es	DeluxeSabado Saquen a esa loca del plató, prepotente, soberbia y vengativa.	NON_SEXIST
129	es	La última idea loca del Reino Unido: un Brexit sin Brexit https://t.co/MBWGnTJOPc	NON_SEXIST
130	es	“De verdad que yo no soy machista pero las mujeres no deberían manejar o votar.” https://t.co/otuLmygCrR	SEXIST
131	es	@marisabelm @fabriciocorread A las mujeres hay que , admirarlas, quererlas y respetarlas, qué hay de malo que expongan su belleza???yo diría que en esos concursos deberían ser mixtos , que también incluyan hombres , a las mujeres también les gusta mirar y admirar ...	NON_SEXIST
132	es	"A las mujeres hay que protegerlas, quererlas, cuidarlas, acariciarlas, piropearlas...etc....etc....etc.

Y al HOMBRE también, que no se nos olvide que ellos también sufren.

#HeDicho

Ana."	NON_SEXIST
133	es	"Solo a mi, o a alguien más le molesta en el alma cuando un hombre dice:
""A mí, mi padre me enseñó que a las mujeres hay que respetarlas"".
Me pregunto, no tuvieron madres, acaso?"	NON_SEXIST
134	es	"😡

No odio a las mujeres. No odio a los norteamericanos. Si detesto a ésta perra hija de la gran puta y a todos los cazadores furtivos. No soy asesino. Pero al ver estas imágenes reconsidero mi posición... 

😡

¡Atrapenla! https://t.co/s1L05ivvef"	NON_SEXIST
135	es	@shipper_April @SoraShipper Ayumi: *se dirigió a la cocina a preparar los platos para desayunar*	NON_SEXIST
136	es	tengo un sueño tan arrecho bast me voy a fregar y luego me acuesto a dormir por fin aAaAaAaAaAaAaAAAAAAAAAAAAAa	NON_SEXIST
137	es	@xblessiax Mira niñata de tres al cuarto que se cree feminista. Aprende primero a definir mujer sin caer en estereotipos misoginos y luego vienes y me cuentas. La que tiene que leer aqui sobre socializacion eres tu. La socializaicon y el genero SE IMPONE y si impone en bae a los genitales.	NON_SEXIST
138	es	Se hacen las feministas y después andan pidiendo los vídeos de Nahir. El pañuelito verde y corazoncito violeta se lo pueden meter en el orto, hipócritas	SEXIST
139	es	@malepichot Cada vez las feministas , le hacen más daño al feminismo.	SEXIST
140	es	"nadie te quiere representar locura búscate un manager para eso, a mí tampoco me cabe tu feminismo barato... e infórmate un poco antes de hablar, porque las ""feministas originarias"" también luchaban x el aborto legal seguro y gratuito https://t.co/RWiM6o58eH"	NON_SEXIST
141	es	Quédate con el que quiera verte aunque estés en tus días.	NON_SEXIST
142	es	@Mauricio_Magus Es la zorra, estuve entre dori dori y kimi no soba de pero uffff so good	NON_SEXIST
143	es	| estoy llorando. Acabo de ver un vídeo en fb de cómo una mujer avienta a un perrito al drenaje, ¿por qué hay gente así? Y es que encima se graban haciéndolo. Los perros son mil veces mejores que los humanos, son seres de puro amor, no se merecen nada de esto.	NON_SEXIST
144	es	Capítulo 11 de la tercera temporada de Merlí sin duda el mejor de todos. Mira llorando como una niña pequeña y sin poder parar. Los feelings a mil dios 💕	NON_SEXIST
145	es	JOOOOO QUE GUAYYYYYY soy como una niña pequeña que le encanta los globos https://t.co/jWLmqYIMC1	NON_SEXIST
146	es	Una novia es cómo una niña : cuídala,  consiéntela y sobre todo dale mucho amor.	SEXIST
147	es	por primera vez en mi vida voy a ver cuadros de Monet y me siento como una niña cuando la dicen que va a ir a Disneyland	NON_SEXIST
148	es	"Mi mente: Sary por favor, basta de hablarle tan mal a Melo por dios, se linda una vez en tu puta vida con alguien

*Melo hace algo*

Yo: pINCHE LOCA DEL COÑO, ME CAGO EN TODO MELOS PELOS, JODER SOS UNA BOLUDA, BOLLERA TENÍAS QUE SER, ES QUE QUE PAYASA ERES CARA ESCOBA, A QUE PUTA"	NON_SEXIST
149	es	En este momento podría plancharme el pelo, ponerme la máscara, pintarme las uñas o caminar en la cinta, pero no, estoy hechada viendo netflix, basta de excusas, no nací para ser mujer 😂😂😂😂😂	NON_SEXIST
150	es	@NTN24 Lo unico que Falto, el abito de una monja. Aqui ya casi algunas mujeres salen con chores tan cortos que partes de los gluteos se les nota,si alguien les mira por obvias razones,el pervertido,la mojigata es el que le mira o la que le hace la observacion.	SEXIST
151	es	No existe la necesidad de atenuar el esfuerzo de una mujer al volante; la mayoría de las mujeres manejamos mejor que muchos hombres. Pero respondiendo a la pregunta, ¿si no es un 6? Es un 7. https://t.co/5ygHInQb6f	NON_SEXIST
152	es	@GabyPac54589881 @adriangalarcep @kath_polo @Jazzyplus @SomosElComercio @francooA @elcomercio_peru Por el simple hecho que la ropa no manda en la humanidad de cada uno. Así de sencillo. Si fuera por historia las mujeres no deberían usar pantalones. ROPA ES SÓLO ESO SEÑORA, ROPA. Que tenga u  domingo de reflexión y mucho amor al prójimo	SEXIST
153	es	"@hugoleo95 Jajajajaja está nuevo tu cotorreo ""man"".
La neta si la cagaste, generalizas al decir que las mujeres no deberían de opinar de fútbol, y para sostenerlo solo dices que tú no conoces a alguna que sepa profundamente de fútbol. Pero hay muchas que saben mucho de ese deporte"	SEXIST
154	es	“A las mujeres hay que escogerlas guapas y esbeltas, ellas se encargan de hacerse gordas y feas”.	SEXIST
155	es	"@caramelitoricoa @20m Jamás se me ocurriría justificarlo, advierto de un peligro al que unas feministas que usan el movimiento para hacer política están llevando a las mujeres.
Hay que condenar a los hombres que son tan cobardes y malnacidos como para violar a una mujer, no a todos los hombre per se."	NON_SEXIST
156	es	"Que bueno!!  Que @kalipolis me bloqueo!
 Porque tanto machismo y tanta odio a las mujeres que tiene, no lo aguantaba mas.  Cada dia esta peor! No se como escribe libros y para un diario!  Ojala evolucione!"	NON_SEXIST
157	es	@silvia0907 Tu eres Tonta, ponte a fregar anda	SEXIST
158	es	"No a la Violencia de Genero, ni fisica ni psicológica. 
Gafa, estúpida, bruta, mujer tenias que ser, es Violencia."	SEXIST
159	es	bueno acabo de tener una discusión con mi tía y casi me tiro del coche porque no para de hacer comentarios sexistas como “mujer tenias que ser” porque según ella, ha hecho una media de las personas con las que se cruza y realizan infracciones y las mujeres conducen peor wheeze	SEXIST
160	es	Quiénes la conocieron la recuerda como una mujer muy fuerte, de pequeña estatura, alegre y vivaracha, se casó con José Cordero, tendría 5 hijos aunque solo le sobrevivieron 3 varones. Vendía por las calles espárragos, cabrillas tagarninas q su esposo e hijos recogían por el campo	NON_SEXIST
161	es	Como una mujer como dama	NON_SEXIST
